kod_stacji,nazwa_stacji,rok,miesiac,dzien,tavg,precip,humidity,pressure
349190625,ZAKOPANE,2017,7,1,14.1,12,80,0
349190625,ZAKOPANE,2017,7,2,13.9,3.6,73.9,0
349190625,ZAKOPANE,2017,7,3,12.7,0,72.5,0
349190625,ZAKOPANE,2017,7,4,13.3,0.2,69.6,0
349190625,ZAKOPANE,2017,7,5,16.1,8.1,66.8,0
349190625,ZAKOPANE,2017,7,6,14.6,0,76.1,0
349190625,ZAKOPANE,2017,7,7,14.5,5.6,83,0
349190625,ZAKOPANE,2017,7,8,16.9,1.5,80.1,0
349190625,ZAKOPANE,2017,7,9,17,0.8,67.4,0
349190625,ZAKOPANE,2017,7,10,18.7,6.5,75.9,0
349190625,ZAKOPANE,2017,7,11,18.2,6.8,78.9,0
349190625,ZAKOPANE,2017,7,12,18.7,1.5,58,0
349190625,ZAKOPANE,2017,7,13,11.8,0.5,76.6,0
349190625,ZAKOPANE,2017,7,14,11.9,7.8,74.5,0
349190625,ZAKOPANE,2017,7,15,10.8,0,81.8,0
349190625,ZAKOPANE,2017,7,16,12.4,0,70.8,0
349190625,ZAKOPANE,2017,7,17,14.9,0,66,0
349190625,ZAKOPANE,2017,7,18,17.5,0,66.9,0
349190625,ZAKOPANE,2017,7,19,19,0,62,0
349190625,ZAKOPANE,2017,7,20,20.8,0,58.9,0
349190625,ZAKOPANE,2017,7,21,18.7,0,74.3,0
349190625,ZAKOPANE,2017,7,22,18.7,0,70.6,0
349190625,ZAKOPANE,2017,7,23,18.3,7.8,79.6,0
349190625,ZAKOPANE,2017,7,24,17,1.7,75.3,0
349190625,ZAKOPANE,2017,7,25,12.6,8.7,90.6,0
349190625,ZAKOPANE,2017,7,26,12.5,0,72.6,0
349190625,ZAKOPANE,2017,7,27,13.1,8,80.4,0
349190625,ZAKOPANE,2017,7,28,14.5,12.5,78.1,0
349190625,ZAKOPANE,2017,7,29,15.8,0,70.4,0
349190625,ZAKOPANE,2017,7,30,19.3,0,66.4,0
349190625,ZAKOPANE,2017,7,31,21.2,0,66.3,0
349190625,ZAKOPANE,2017,8,1,23.7,0,58.1,0
349190625,ZAKOPANE,2017,8,2,23.8,5.5,60.5,0
349190625,ZAKOPANE,2017,8,3,22,0.3,66.4,0
349190625,ZAKOPANE,2017,8,4,22,0.1,69.4,0
349190625,ZAKOPANE,2017,8,5,22.2,0,61,0
349190625,ZAKOPANE,2017,8,6,15.9,12,84.4,0
349190625,ZAKOPANE,2017,8,7,12,5.9,86.4,0
349190625,ZAKOPANE,2017,8,8,14.8,0,77.4,0
349190625,ZAKOPANE,2017,8,9,20,0,70.4,0
349190625,ZAKOPANE,2017,8,10,23.2,3,62,0
349190625,ZAKOPANE,2017,8,11,24,0,55.9,0
349190625,ZAKOPANE,2017,8,12,16,8.9,84,0
349190625,ZAKOPANE,2017,8,13,12.2,0.5,82.8,0
349190625,ZAKOPANE,2017,8,14,14.5,0,74.1,0
349190625,ZAKOPANE,2017,8,15,15.4,0,72.6,0
349190625,ZAKOPANE,2017,8,16,17.9,0,64,0
349190625,ZAKOPANE,2017,8,17,17.8,5.4,82,0
349190625,ZAKOPANE,2017,8,18,19.6,0,68.5,0
349190625,ZAKOPANE,2017,8,19,19.3,56.7,67.8,0
349190625,ZAKOPANE,2017,8,20,11.1,37.3,93.8,0
349190625,ZAKOPANE,2017,8,21,10.4,2.4,83.4,0
349190625,ZAKOPANE,2017,8,22,10.7,2.1,80.5,0
349190625,ZAKOPANE,2017,8,23,9.6,0,82.1,0
349190625,ZAKOPANE,2017,8,24,13.2,0,65.8,0
349190625,ZAKOPANE,2017,8,25,17.6,0,65.6,0
349190625,ZAKOPANE,2017,8,26,18,2.9,78.3,0
349190625,ZAKOPANE,2017,8,27,18.9,4.3,73.4,0
349190625,ZAKOPANE,2017,8,28,13.4,0,75.6,0
349190625,ZAKOPANE,2017,8,29,12.8,0,76.8,0
349190625,ZAKOPANE,2017,8,30,14.3,0,73.8,0
349190625,ZAKOPANE,2017,8,31,16.5,0,67.5,0
349190625,ZAKOPANE,2017,9,1,17.5,0,78.4,0
349190625,ZAKOPANE,2017,9,2,10.2,19.9,93,0
349190625,ZAKOPANE,2017,9,3,9.2,14.2,94.5,0
349190625,ZAKOPANE,2017,9,4,8.8,4.6,87.8,0
349190625,ZAKOPANE,2017,9,5,9.1,7.7,86.4,0
349190625,ZAKOPANE,2017,9,6,12.7,1.6,85.1,0
349190625,ZAKOPANE,2017,9,7,11.1,0,72.4,0
349190625,ZAKOPANE,2017,9,8,10.9,0,72,0
349190625,ZAKOPANE,2017,9,9,15,0,66.1,0
349190625,ZAKOPANE,2017,9,10,18,0,57.9,0
349190625,ZAKOPANE,2017,9,11,20.2,17.6,54,0
349190625,ZAKOPANE,2017,9,12,11.2,15.9,92.1,0
349190625,ZAKOPANE,2017,9,13,12.8,0,63.9,0
349190625,ZAKOPANE,2017,9,14,18,3.1,52.9,0
349190625,ZAKOPANE,2017,9,15,9,2.6,73.8,0
349190625,ZAKOPANE,2017,9,16,10.4,4.2,90.1,0
349190625,ZAKOPANE,2017,9,17,11.9,16.5,86.9,0
349190625,ZAKOPANE,2017,9,18,9,0,75.4,0
349190625,ZAKOPANE,2017,9,19,7.6,5.1,92.1,0
349190625,ZAKOPANE,2017,9,20,8.1,23,96,0
349190625,ZAKOPANE,2017,9,21,7.1,56,94.9,0
349190625,ZAKOPANE,2017,9,22,7.3,8.7,94.8,0
349190625,ZAKOPANE,2017,9,23,7.6,8.1,95.4,0
349190625,ZAKOPANE,2017,9,24,9.5,0,90.1,0
349190625,ZAKOPANE,2017,9,25,8.7,0,88.6,0
349190625,ZAKOPANE,2017,9,26,9.7,0,85,0
349190625,ZAKOPANE,2017,9,27,10.1,0,80.1,0
349190625,ZAKOPANE,2017,9,28,9.1,0,81.8,0
349190625,ZAKOPANE,2017,9,29,8.1,0,83.6,0
349190625,ZAKOPANE,2017,9,30,6.8,0,81.9,0
349190625,ZAKOPANE,2017,10,1,5.6,0,80.6,0
349190625,ZAKOPANE,2017,10,2,6.4,0.7,76.4,0
349190625,ZAKOPANE,2017,10,3,7.1,8.6,91.4,0
349190625,ZAKOPANE,2017,10,4,7.7,0,77.3,0
349190625,ZAKOPANE,2017,10,5,10.8,3.2,59.8,0
349190625,ZAKOPANE,2017,10,6,5.6,1.5,76.6,0
349190625,ZAKOPANE,2017,10,7,4.6,0.5,83.1,0
349190625,ZAKOPANE,2017,10,8,5,3.6,85.3,0
349190625,ZAKOPANE,2017,10,9,3.4,0,75.4,0
349190625,ZAKOPANE,2017,10,10,5.9,0,78.3,0
349190625,ZAKOPANE,2017,10,11,9.9,0,77.6,0
349190625,ZAKOPANE,2017,10,12,11.6,0,70.3,0
349190625,ZAKOPANE,2017,10,13,9.1,0,70.1,0
349190625,ZAKOPANE,2017,10,14,9.2,0,76.4,0
349190625,ZAKOPANE,2017,10,15,12.1,0,76.4,0
349190625,ZAKOPANE,2017,10,16,12,0,75.6,0
349190625,ZAKOPANE,2017,10,17,11.2,0,61.8,0
349190625,ZAKOPANE,2017,10,18,10.2,0,66.3,0
349190625,ZAKOPANE,2017,10,19,9.8,0,76,0
349190625,ZAKOPANE,2017,10,20,8.4,0,76,0
349190625,ZAKOPANE,2017,10,21,7.9,0.5,80.5,0
349190625,ZAKOPANE,2017,10,22,5,23.5,90.1,0
349190625,ZAKOPANE,2017,10,23,3.8,32.2,92.4,0
349190625,ZAKOPANE,2017,10,24,3.3,0,93,0
349190625,ZAKOPANE,2017,10,25,6.3,0.1,83.8,0
349190625,ZAKOPANE,2017,10,26,9.6,0.1,76.3,0
349190625,ZAKOPANE,2017,10,27,5.9,21,83.8,0
349190625,ZAKOPANE,2017,10,28,3.4,1.6,85.1,0
349190625,ZAKOPANE,2017,10,29,3.4,31.3,79.1,0
349190625,ZAKOPANE,2017,10,30,-1.1,4.7,79.4,0
349190625,ZAKOPANE,2017,10,31,-0.9,0.4,76,0
349190625,ZAKOPANE,2017,11,1,2.5,0,81.1,0
349190625,ZAKOPANE,2017,11,2,6.8,4.7,82.5,0
349190625,ZAKOPANE,2017,11,3,4.1,0.5,89.5,0
349190625,ZAKOPANE,2017,11,4,2.1,0,85.6,0
349190625,ZAKOPANE,2017,11,5,5.6,0,74.1,0
349190625,ZAKOPANE,2017,11,6,5.3,0,78.1,0
349190625,ZAKOPANE,2017,11,7,4.3,0,83.3,0
349190625,ZAKOPANE,2017,11,8,2.2,0,81.8,0
349190625,ZAKOPANE,2017,11,9,4.4,0.4,89,0
349190625,ZAKOPANE,2017,11,10,3.5,0,75.9,0
349190625,ZAKOPANE,2017,11,11,1.6,0.3,70.1,0
349190625,ZAKOPANE,2017,11,12,1.3,0.7,83.9,0
349190625,ZAKOPANE,2017,11,13,0.5,20.2,93,0
349190625,ZAKOPANE,2017,11,14,-1.9,0,85.1,0
349190625,ZAKOPANE,2017,11,15,-3,0,83.9,0
349190625,ZAKOPANE,2017,11,16,-1.4,0,87.8,0
349190625,ZAKOPANE,2017,11,17,1.1,7.7,95.8,0
349190625,ZAKOPANE,2017,11,18,0.4,1.3,88.9,0
349190625,ZAKOPANE,2017,11,19,-0.6,3.2,80.3,0
349190625,ZAKOPANE,2017,11,20,-1.2,0.7,79,0
349190625,ZAKOPANE,2017,11,21,-0.2,1.3,87.8,0
349190625,ZAKOPANE,2017,11,22,2.9,0.1,90.9,0
349190625,ZAKOPANE,2017,11,23,1.5,0,88,0
349190625,ZAKOPANE,2017,11,24,1.9,0,82.4,0
349190625,ZAKOPANE,2017,11,25,5.4,8.3,71.8,0
349190625,ZAKOPANE,2017,11,26,-0.1,7.4,89.5,0
349190625,ZAKOPANE,2017,11,27,-3.8,0,83.5,0
349190625,ZAKOPANE,2017,11,28,-4.2,1.1,87.5,0
349190625,ZAKOPANE,2017,11,29,-1.9,5.8,88.9,0
349190625,ZAKOPANE,2017,11,30,-1.7,9.7,90.4,0
349190625,ZAKOPANE,2017,12,1,-3.2,0,79.3,0
349190625,ZAKOPANE,2017,12,2,-6.6,1,82.5,0
349190625,ZAKOPANE,2017,12,3,-3.7,8.6,90.6,0
349190625,ZAKOPANE,2017,12,4,-4,1.4,84.1,0
349190625,ZAKOPANE,2017,12,5,-1.7,2.9,81,0
349190625,ZAKOPANE,2017,12,6,0.3,1.5,86,0
349190625,ZAKOPANE,2017,12,7,-0.7,0,83.6,0
349190625,ZAKOPANE,2017,12,8,-2.7,3.8,82.4,0
349190625,ZAKOPANE,2017,12,9,-3.1,4.7,87.3,0
349190625,ZAKOPANE,2017,12,10,-3.1,1.1,68.3,0
349190625,ZAKOPANE,2017,12,11,5.3,0,62.6,0
349190625,ZAKOPANE,2017,12,12,7.1,0.6,69,0
349190625,ZAKOPANE,2017,12,13,-1.8,0,79.6,0
349190625,ZAKOPANE,2017,12,14,-1,0,63.3,0
349190625,ZAKOPANE,2017,12,15,0.6,2.7,68.4,0
349190625,ZAKOPANE,2017,12,16,-2.2,0.2,78.8,0
349190625,ZAKOPANE,2017,12,17,-2.7,0.1,74.5,0
349190625,ZAKOPANE,2017,12,18,-3.8,0,73,0
349190625,ZAKOPANE,2017,12,19,-5.7,0,74,0
349190625,ZAKOPANE,2017,12,20,-5.1,4.7,76.6,0
349190625,ZAKOPANE,2017,12,21,-2.7,0.7,84.5,0
349190625,ZAKOPANE,2017,12,22,0.1,2.6,84,0
349190625,ZAKOPANE,2017,12,23,0.3,3.4,83.6,0
349190625,ZAKOPANE,2017,12,24,4.6,0.6,87.5,0
349190625,ZAKOPANE,2017,12,25,2.2,0.1,81.9,0
349190625,ZAKOPANE,2017,12,26,-1.7,0,85.8,0
349190625,ZAKOPANE,2017,12,27,2.4,0,72.1,0
349190625,ZAKOPANE,2017,12,28,5.1,14.5,68.5,0
349190625,ZAKOPANE,2017,12,29,-2.2,8.2,89.5,0
349190625,ZAKOPANE,2017,12,30,-6.1,0,85.8,0
349190625,ZAKOPANE,2017,12,31,3.4,0.6,84.3,0
